uuid,prefname,known_names,country
730a1310-bda0-4b1e-8298-d1ac85b99e61,"Addictive and Compulsive Behavior Lab (ACB-Lab), Institute for Health and Behavior, University of Luxembourg, Esch-sur-Alzette","Addictive and Compulsive Behaviour Lab (ACB-Lab), Institute for Health and Behaviour, University of Luxembourg, Esch-sur-Alzette ## Addictive and Compulsive Behaviour Lab (ACB-Lab), Institute for Health and Behaviour, University of Luxembourg, Esch?sur?Alzette ## Addictive and Compulsive Behaviours Lab (ACB-Lab), Institute for Health and Behaviour, Department of Behavioural and Cognitive Sciences, University of Luxembourg ## Addictive and Compulsive Behaviours Lab (ACB-Lab), Institute for Health and Behaviour, University of Luxembourg ## Addictive and Compulsive Behaviours Lab (ACB-Lab), Institute for Health and Behaviour, University of Luxembourg, Esch-sur-Alzette ## Addictive and Compulsive Behaviours Lab, Institute for Health and Behaviour, University of Luxembourg ## Addictive and Compulsive Behaviours Lab, Institute for Health and Behaviour, University of Luxembourg, Esch-sur-Alzette ## Addictive and Compulsive Behaviours Lab. Institute for Health and Behaviour, University of Luxembourg ## Addictive and Compulsive Behaviours Laboratory (ACB-lab), Institute for Health and Behaviours, University of Luxembourg, Esch-sur-Alzette ## Addictive and Compulsive Behaviours Laboratory, Institute for Health and Behaviour, University of Luxembourg, Esch-sur-Alzette ## Addictive and Compulsive Behaviours Laboratory, Institute for Health and Behaviours, University of Luxembourg, Esch-sur-Alzette ## Institute for Health and Behavior, Addictive and Compulsive Behaviours Lab, University of Luxembourg, Esch-sur-Alzette ## University of Luxembourg, Esch-sur-Alzette; Institute for Health and Behaviour; ACB-Lab Addictive and Compulsive Behaviour Lab",LUXEMBOURG
348c4ac4-9422-4fcb-ab83-dcb5fa0a2f1c,Centre de Prévention des Toxicomanies (CePT),"Centre de Prévention des Toxicomanies (CePT) ## Centre de Prévention des Toxicomanies (CePT), Luxemburg ## Centre de Prévention des Toxicomanies, Luxembourg ## Centre de Prévention des Toxicomanies, Luxemburg ## Centre de prévention des toxicomanies (CePT), Luxemburg; Schwerpunkt: Erlebnispädagogik",LUXEMBOURG
2b0e42c0-bd78-452b-bd4d-ce9766fcdacc,Centre Hospitalier de Luxembourg,"Centre Hospitalier de Luxembourg ## Centre Hospitalier de Luxembourg, Luxembourg",LUXEMBOURG
9425b30b-dfde-4665-b35e-4933ee244377,"Centre Hospitalier de Luxembourg, Department of Neurology","Centre Hospitalier de Luxembourg, Luxemburg; Abteilung für Neurologie ## Centre Hospitalier de Luxembourg; Department of Neurology",LUXEMBOURG
c22de612-48f9-4952-9bda-51cea5c88785,"Clinical Psychophysiology Laboratory, Department of Behavioral and Cognitive Sciences, University of Luxembourg, Esch-sur-Alzette","Clinical Psychophysiology Laboratory, Department of Behavioural and Cognitive Sciences, University of Luxembourg, Esch-sur-Alzette ## Department of Behavioural and Cognitive Sciences, Clinical Psychophysiology Laboratory, University of Luxembourg, Esch-Sur-Alzette",LUXEMBOURG
b8bb6e1d-c603-4dbc-8b03-7fa25de32057,"Clinical Psychophysiology Laboratory, Institute for Health and Behavior, Department of Behavioral and Cognitive Sciences, Faculty of Humanities, Education and Social Sciences, University of Luxembourg, Esch-sur-Alzette","Clinical Psychophysiology Laboratory, Institute for Health and Behaviour, Department of Behavioural and Cognitive Sciences, Faculty of Humanities, Education and Social Sciences, University of Luxembourg, Esch-sur-Alzette ## Clinical Psychophysiology Laboratory, Institute for Health and Behaviour, Department of Behavioural and Cognitive Sciences; Faculty of Humanities, Education and Social Sciences; University of Luxembourg, Esch-sur-Alzette",LUXEMBOURG
01ee6027-ec09-4a73-9654-15655797b66d,"Clinical Psychophysiology Laboratory, Institute for Health and Behavior, University of Luxembourg, Esch-sur-Alzette","Clinical Psychophysiology Laboratory (CLIPSLAB), Institute for Health and Behaviour, University of Luxembourg, Esch-sur-Alzette ## Clinical Psychophysiology Laboratory, Institute for Health and Behaviour, University of Luxembourg, Esch-sur- Alzette ## Clinical Psychophysiology Laboratory, Institute for Health and Behaviour, University of Luxembourg, Esch-sur-Alzette ## University of Luxembourg, Esch-sur-Alzette; Institute for Health and Behaviour; Clinical Psychophysiology Laboratory",LUXEMBOURG
e826760a-4a39-4fbf-872f-a5b59d69eed4,"Clinique Pediatrique/CHL, Diabetes and Endocrine Care CP","Clinique Pediatrique/CHL, Diabetes & Endocrine Care CP ## Clinique Pediatrique/CHL, Diabetes & Endocrine Care CP, Luxembourg",LUXEMBOURG
fcb43be1-e3a9-4a97-b376-4ab5f975651d,"Computer Based Assessment, University of Luxembourg","Computer Based Assessment, University of Luxembourg ## Computer-Based Assessment, University of Luxembourg ## University of Luxembourg, Luxembourg; Computer Based Assessment",LUXEMBOURG
d0a8101e-b9fd-416f-9a3b-d6016a82177b,"Computer-Based Assessment Research Group, Department of Behavioral and Cognitive Sciences, University of Luxembourg","Computer-Based Assessment Group, Department of Behavioural and Cognitive Sciences, University of Luxembourg, Esch-sur-Alzette ## Computer-Based Assessment Research Group, Department of Behavioural and Cognitive Sciences, University of Luxembourg",LUXEMBOURG
fb1f92aa-9b3f-45a8-8099-ea645d77db2c,"Computer-Based Assessment, Institute of Cognitive Science and Assessment (COSA), University of Luxembourg","Computer-Based Assessment, Institute of Cognitive Science and Assessment, University of Luxembourg ## University of Luxembourg; Institute of Cognitive Science and Assessment; Computer-Based Assessment Research Area",LUXEMBOURG
e519c4c4-bed4-4265-9b2e-cb54a04f7224,"Department of Behavioral and Cognitive Sciences (DBCS), University of Luxembourg, Esch-sur-Alzette","Cognitive Science and Assessment, Department of Behavioral and Cognitive Sciences, University of Luxembourg, Esch-sur-Alzette ## Cognitive and Behavioural Sciences, University of Luxembourg, Esch-sur-Alzette ## DBCS, University of Luxembourg, Esch-sur-Alzette ## Department of Behavioral & Cognitive Sciences, University of Luxembourg ## Department of Behavioral and Cognitive Science, University of Luxembourg, Esch-sur-Alzette ## Department of Behavioral and Cognitive Sciences (DBCS), University of Luxembourg, Esch-sur-Alzette ## Department of Behavioral and Cognitive Sciences, University of Luxembourg ## Department of Behavioral and Cognitive Sciences, University of Luxembourg, Esch-sur-Alzette ## Department of Behavioral and Cognitive Sciences, Université du Luxembourg, Esch-sur-Alzette ## Department of Behavioural and Cognitive Sciences (DBCS), University of Luxembourg ## Department of Behavioural and Cognitive Sciences, University of Luxembourg ## Department of Behavioural and Cognitive Sciences, University of Luxembourg, Esch-sur-Alzette ## Department of Behavioural and Cognitive Sciences, University of Luxembourg, Esch‑sur‑Alzette ## Department of Behavioural and Cognitive Sciences, University of Luxemburg, Esch-sur-Alzette ## Department of Behavioural and Cognitive Sciences, Universität Luxemburg, Esch-sur-Alzette ## Department of Behavioural and Cognitive Sciences, Université du Luxembourg ## Department of Behavioural and Cognitive Sciences, Université du Luxembourg, Esch-sur-Alzette ## Department of Behavioural and Cognitive Studies, University of Luxembourg, Esch-sur-Alzette ## Department of Cognitive and Behavioral Sciences, University of Luxembourg ## University of Luxembourg, Department of Behavioural and Cognitive Sciences, Esch-sur-Alzette",LUXEMBOURG
38b9ac37-6bef-476b-a8c3-6acad2339a8b,"Department of Behavioral and Cognitive Sciences, Institute for Health and Behavior, University of Luxembourg, Esch-sur-Alzette","Department of Behavioral and Cognitive Sciences, Institute for Health and Behavior, University of Luxembourg, Esch-sur-Alzette ## Department of Behavioural and Cognitive Sciences, Institute for Health and Behavior, University of Luxembourg, Esch-sur-Alzette ## Department of Behavioural and Cognitive Sciences, Institute for Health and Behaviour, University of Luxembourg ## Department of Behavioural and Cognitive Sciences, Institute for Health and Behaviour, University of Luxembourg, Esch-sur-Alzette ## Department of Behavioural and Cognitive Sciences, Institute of Health and Behaviour, University of Luxembourg, Esch-sur-Alzette ## Institute for Health and Behaviour, Department of Behavioural and Cognitive Sciences, University of Luxembourg ## Institute for Health and Behaviour, Department of Behavioural and Cognitive Sciences, University of Luxembourg, Esch-sur-Alzette ## University of Luxembourg, Department of Behavioural and Cognitive Sciences, Institute for Health and Behaviour, Esch-sur-Alzette",LUXEMBOURG
cbba71f8-52b3-4b8d-954b-f88c91ed8514,"Department of Behavioral and Cognitive Sciences, Institute of Cognitive Science and Assessment (COSA), University of Luxembourg, Esch-sur-Alzette","Department of Behavioral and Cognitive Sciences, Institute of Cognitive Science and Assessment, Université du Luxembourg, Esch-sur-Alzette ## Department of Behavioural and Cognitive Sciences, Institute of Cognitive Science & Assessment, University of Luxembourg",LUXEMBOURG
e9aa804b-8975-4d96-b020-27c9b1b19f56,"Department of Behavioral and Cognitive Sciences; Faculty of Humanities, Social and Educational Sciences; Institute of Cognitive Science and Assessment (COSA); University of Luxembourg, Esch-sur-Alzette","Department of Behavioral and Cognitive Sciences; Faculty of Humanities, Social and Educational Sciences; Institute of Cognitive Science and Assessment; Université du Luxembourg, Esch-sur-Alzette ## Department of Behavioural and Cognitive Sciences; Faculty of Humanities, Education and Social Sciences; University of Luxembourg, Esch-sur-Alzette ## Department of Behavioural and Cognitive Sciences; Faculty of Humanities, Education and Social Sciences; University of Luxembourg; Esch-sur-Alzette ## Institute of Cognitive Science and Assessment, Department of Behavioral and Cognitive Sciences, Faculty of Humanities, Social and Educational Sciences, University of Luxembourg, Esch-sur-Alzette ## Institute of Cognitive Science and Assessment; Department of Behavioral and Cognitive Sciences; Faculty of Humanities, Education and Social Sciences; University of Luxembourg ## Institute of Cognitive Science and Assessment; Department of Behavioural and Cognitive Sciences; Faculty of Humanities, Education and Social Sciences; University of Luxembourg, Esch-Belval, Esch-sur-Alzette",LUXEMBOURG
7e7ec660-3e2f-453b-b01c-2ea32bb76f75,"Department of Exercise and Sport Science; LUNEX International University of Health, Exercise and Sports, Differdange","Department of Exercise and Sport Science; LUNEX International University of Health, Exercise & Sports, Differdange ## Department of Sport and Exercise Science; LUNEX International University of Health, Exercise and Sports, Differdange",LUXEMBOURG
2152db06-939c-4af8-9887-dafd063ce5e4,"Department of Infection and Immunity, Luxembourg Institute of Health, Esch-sur-Alzette","Department of Infection and Immunity, Luxembourg Institute of Health, Esch-sur-Alzette ## Luxembourg Institute of Health, Esch-sur-Alzette; Department of Infection and Immunity",LUXEMBOURG
b01820dd-27a5-4434-a5da-0a139cf070d4,"Department of Psychology, University of Luxembourg","Department of Psychology, University of Luxembourg ## University of Luxembourg; Department of Psychology",LUXEMBOURG
283e7237-677a-4107-ab89-398a60130628,"Department of Social Sciences; Faculty of Humanities, Education and Social Sciences; University of Luxembourg","Department of Social Sciences; Faculty of Humanities, Education and Social Sciences; University of Luxembourg ## Universitè du Luxembourg, Faculty of Humanities, Education and Social Sciences, Department of Social Sciences",LUXEMBOURG
8bca2995-3ba0-4e37-8b9e-57e28c8d42d4,"Equimotion Institut für Weiterbildung, Münschecke","Equimotion - Institut für Weiterbildung, Münschecker ## Equimotion Institut für Weiterbildung, Münschecke",LUXEMBOURG
8f3ed299-24f2-454e-9521-953632bb1b12,"Etudes et Formation, Luxemburg","Etudes et Formation, Luxemburg ## Etudes et formation, Bertrange ## Etudes et formation, Luxembourg",LUXEMBOURG
2abbbafd-c0f6-4377-bcc9-49ff43091721,"Faculty of Humanities, Education and Social Sciences, University of Luxembourg, Esch-sur-Alzette","Faculty of Humanities, Education and Social Sciences, University of Luxembourg, Esch-sur-Alzette ## Faculty of Humanities, Education and Social Sciences; University of Luxembourg, Esch-sur-Alzette ## Faculty of Humanities, Education and Social Sciences; University of Luxembourg, Esch/Alzette ## University of Luxembourg, Esch-sur-Alzette; Faculty of Humanities, Arts and Educational Sciences ## University of Luxembourg; Faculty of Humanities, Arts and Educational Science ## University of Luxembourg; Faculty of Humanities, Arts and Educational Sciences",LUXEMBOURG
f391723c-f815-4387-a530-97792a4182c6,"Faculty of Humanities, Education and Social Sciences; Luxembourg Center for Educational Testing (LUCET), University of Luxembourg","Dr. phil. habil. Axel Grund Research Scientist Luxembourg Centre for Educational Testing ^DDS LUCET; Faculty of Humanities, Education and Social Sciences; University of Luxembourg, Luxembourg ## Faculty of Humanities, Education and Social Sciences; Luxembourg Centre for Educational Testing (LUCET), University of Luxembourg ## Luxembourg Centre for Educational Testing (LUCET); Faculty of Humanities, Education and Social Sciences (FHSE); University of Luxembourg ## Luxembourg Centre for Educational Testing (LUCET); Faculty of Humanities, Education and Social Sciences; University of Luxembourg, Esch-sur-Alzette ## Luxembourg Centre for Educational Testing; Faculty of Humanities, Education and Social Sciences; University of Luxembourg",LUXEMBOURG
79702f56-c49f-4951-bd4b-d1939e52dd46,"Faculty of Humanities, Education and Social Sciences; University of Luxembourg, Maison des Sciences Humaines","Faculty of Humanities, Education and Social Sciences; University of Luxembourg ## Faculty of Humanities, Education and Social Sciences; University of Luxembourg, Maison des Sciences Humaines ## Faculty of Humanities, Education and Social Scienes, University of Luxembourg, Belval ## Fakultät für Geisteswissenschaften, Erziehungswissenschaften und Sozialwissenschaften; Universität Luxemburg ## University of Luxembourg; Faculty of Humanities, Education and Social Sciences ## Universität Luxembourg; Fakultät für Geisteswissenschaften, Erziehungswissenschaften und Sozialwissenschaften ## Universität Luxemburg; Fakultät für Geisteswissenschaften, Erziehungswissenschaften und Sozialwissenschaften",LUXEMBOURG
396b5b9e-ce00-470c-9cef-c90a5cbaf90c,"Hôpital Kirchberg, Luxembourg, Research Unit in Clinical Psychology","Hôpital Kirchberg, Luxembourg, Research Unit in Clinical Psychology ## Hôpital Kirchberg, Luxembourg; Research Unit in Clinical Psychology ## Kirchberg Hospital Luxembourg, Clinical Psychology, Research Unit",LUXEMBOURG
be892a73-6e07-4542-97aa-d27072681111,"Hopital Kirchberg, Luxemburg","Hopital Kirchberg, Luxemburg ## Kirchberg Hospital",LUXEMBOURG
1a053b9c-95c9-4fdc-8d34-01b4cd17bf72,"Hôpitaux Robert Schuman, Luxembourg; ZithaKlinik; Center for Health Promotion","Hôpitaux Robert Schuman, Luxembourg; ZithaGesondheetsZentrum ## Hôpitaux Robert Schuman, Luxembourg; ZithaKlinik; Center for Health Promotion ## ZithaGesondheetsZentrum, Luxembourg, ZithaKlinik, Hôpitaux Robert Schuman",LUXEMBOURG
252514c9-6c62-4be2-8397-34e93e267a04,"Institut für Lebensspannenentwicklung, Familie und Kultur, University of Luxemburg, Esch-sur-Alzette","Institut für Lebensspannenentwicklung, Familie und Kultur, Universität Luxemburg, Esch-sur-Alzette ## Institut für Lebensspannenentwicklung, Familie und Kultur; Universität Luxemburg, Esch-sur-Alzette",LUXEMBOURG
9447ad11-04f8-44ee-8820-a41b12b14dc8,"Institut ReFoC, Biwer","Institut ReFoC; Biwer ## Institut ReFoC, Biwer",LUXEMBOURG
72fe1cce-5581-45c9-9d5c-5bbf120472ac,"Institut Supérieur d'Etudes et de Recherches Pédagogiques, Walferdange","Institut Supérieur d'Etudes et de Recherches Pédagogiques, Walferdange ## Institut Supérieur d'Etudes et de Recherches Pédagogiques, Walferdange",LUXEMBOURG
2592c420-068f-4c5e-84b3-5e9d41ff72fe,"Institute for Health and Behavior, Research Group of Health Promotion and Aggression Prevention, University of Luxembourg, Esch-sur-Alzette","Institute for Health and Behavior, Research Group of Health Promotion and Aggression Prevention, University of Luxembourg, Esch-sur-Alzette ## University of Luxembourg, Esch-Sur-Alzette; Institute for Health and Behaviour; Health Promotion and Aggression Prevention ## University of Luxembourg; Institute for Health and Behaviour, Health Promotion and Aggression Prevention",LUXEMBOURG
d80e6529-7f45-4190-8aea-54e56db3af32,"Institute of Cognitive Science and Assessment (COSA), University of Luxembourg, Esch-sur-Alzette","Cognitive Science & Assessment, University of Luxembourg ## Cognitive Science & Assessment, University of Luxembourg, Esch-sur-Alzette ## Cognitive Science & Assessment, University of Luxembourg, Luxembourg City ## Cognitive Science and Assessment Institute (COSA), University of Luxembourg ## Cognitive Science and Assessment Institute, University of Luxembourg ## Cognitive Science and Assessment Institute, University of Luxembourg, Esch-sur-Alzette ## Cognitive Science and Assessment, University of Luxembourg ## Cognitive Science and Assessment, University of Luxembourg, Esch-sur-Alzette ## Institute of Cognitive Science and Assessment (COSA), University of Luxembourg ## Institute of Cognitive Science and Assessment (COSA), University of Luxembourg, Esch sur Alzette ## Institute of Cognitive Science and Assessment (COSA), University of Luxembourg, Esch-sur-Alzette ## Institute of Cognitive Science and Assessment, University of Luxembourg ## Institute of Cognitive Science and Assessment, Université du Luxembourg, Esch-sur-Alzette ## University of Luxembourg, Cognitive Science and Assessment (COSA) ## University of Luxembourg, Esch sur Alzette; Institute of Cognitive Science and Assessment COSA ## University of Luxembourg, Esch-sur-Alzette; COSA ## University of Luxembourg, Esch-sur-Alzette; Cognitive Science and Assessment ## University of Luxembourg, Esch-sur-Alzette; Institute of Cognitive Science and Assessment ## University of Luxembourg, Institute of Cognitive Science and Assessment (COSA) ## University of Luxembourg; Institute of Cognitive Science and Assessment ## University of Luxembourg; Luxembourg Cognitive Science and Assessment",LUXEMBOURG
171056e1-7b74-4dbe-a1e6-5d6f8b27d217,"Institute of Cognitive Science and Assessment (COSA); Department of Behavioral and Cognitive Sciences (DBCS); Faculty of Humanities, Education and Social Sciences (FHSE); University of Luxembourg","Department of Behavioural and Cognitive Sciences (DBCS), Faculty of Humanities, Education and Social Sciences (FHSE); Institute of Cognitive Science and Assessment (COSA), University of Luxembourg, Esch?sur?Alzette ## Institute of Cognitive Science and Assessment (COSA); Department of Behavioural and Cognitive Sciences (DBCS); Faculty of Humanities, Education and Social Sciences (FHSE); University of Luxembourg",LUXEMBOURG
4cb8a7c4-f7c1-4150-8dca-92b5508e99d1,"Institute of Education and Society, University of Luxembourg, Esch-sur-Alzette","Institute of Education & Society (InES), University of Luxembourg ## Institute of Education and Society, University of Luxembourg, Esch-Sur-Alzette",LUXEMBOURG
03862429-db3c-4848-9142-c313b7997788,"Laboratoire National de Santé, Luxembourg; Institute of Immunology","Laboratoire National de Santé, Luxembourg; Institute of Immunology ## Laboratoire National de Santé, Luxemburg; Institute of Immunology",LUXEMBOURG
5a618669-97bc-4fb7-8b95-619def2d61f6,"Luxembourg Center for Educational Testing (LUCET); Faculty of Humanities, Education, and Social Sciences; Maison des Sciences Humaines, Esch-sur-Alzette","LUCET, University of Luxembourg ## Luxembourg Centre for Educational Testing (LUCET), University of Luxembourg ## Luxembourg Centre for Educational Testing (LUCET), University of Luxembourg, Esch-sur-Alzette ## Luxembourg Centre for Educational Testing (LUCET), University of Luxembourg, L-4366 Esch-Belval ## Luxembourg Centre for Educational Testing, University of Luxembourg ## Luxembourg Centre for Educational Testing, University of Luxembourg, Esch-sur-Alzette ## Luxembourg Centre for Educational Testing, University of Luxembourg, Maison des Sciences Humaines, Esch-sur-Alzette ## Luxembourg Centre for Educational Testing, Université du Luxembourg, Esch-sur-Alzette ## Luxembourg Centre for Educational Testing; Faculty of Humanities, Education, and Social Sciences; Maison des Sciences Humaines, Eschsur-Alzette ## Luxembourg Centre of Educational Testing, University of Luxembourg ## University of Luxembourg, Esch-Sur-Alzette; LUCET Luxembourg Centre for Educational Testing ## University of Luxembourg, Esch-sur-Alzette; Centre for Educational Testing ## University of Luxembourg, Luxembourg Centre for Educational Testing ## University of Luxembourg, Luxembourg Centre for Educational Testing, Esch/Alzette",LUXEMBOURG
cd6887b4-1852-450a-bb2b-faf2c8a69dbe,"Luxembourg Institute of Health, Luxembourg; Center for Health Studies","Centre de Recherche Public Sante, Luxembourg; Centre d'Etudes en Sante ## Centre de Recherche Public de la Santè, Luxembourg; Centre for Health Studies",LUXEMBOURG
23bb84fb-22de-43a4-93f3-d941afdfb8c8,"Luxembourg Institute of Health, Luxembourg; Laboratoire Nationale de Santé; Institute of Immunology","Centre de Recherche Public de la Santé, Luxembourg; Laboratoire Nationale de Santé; Institute of Immunology ## Centre de Recherche Public-Santé, Luxembourg; Laboratoire National de Santé; Institute of Immunology",LUXEMBOURG
bbf51589-e743-4096-b364-0443a90c3b5c,"Luxembourg Institute of Science and Technology (LIST), Esch-sur-Alzette","Luxembourg Institute of Science and Technology ## Luxembourg Institute of Science and Technology (LIST), Esch-sur-Alzette",LUXEMBOURG
6a2ca60b-2bd8-48ae-afd0-b670d0b245f5,"Maison des Sciences Humaines, University of Luxembourg, Esch-sur-Alzette","Maison des Sciences Humaines, University of Luxembourg ## Maison des Sciences Humaines, University of Luxembourg, Esch-sur-Alzette ## University of Luxembourg - Maison des Sciences Humaines, 11 Porte des Sciences, 4366 Esch-sur-Alzette ## University of Luxembourg - Maison des Sciences Humaines, Esch‑sur‑Alzette ## Université de Luxembourg, Esch-sur-Alzette; Maison des Sciences Humaines ## Université du Luxembourg, Maison des Sciences Humaines, Esch-sur-Alzette",LUXEMBOURG
a2f9fdac-80ef-4642-a187-4432028b1f45,"Media and Experimental Laboratory, Department of Behavioral and Cognitive Sciences, University of Luxembourg","Media and Experimental Lab, Institute for Health and Behaviour, University of Luxembourg, Esch-sur-Alzette ## Media and Experimental Laboratory, Department of Behavioral and Cognitive Sciences, University of Luxembourg ## Media and Experimental Laboratory, Department of Behavioural and Cognitive Sciences, University of Luxembourg",LUXEMBOURG
97f930a2-bff9-4297-ba71-9d8c28ad8834,"Police Grand-Ducale, Luxembourg, Psychologischer Dienst","Police Grand-Ducale, Luxembourg ## Police Grand-Ducale, Luxembourg, Psychologischer Dienst",LUXEMBOURG
99575123-f958-434d-95e3-438a3142939d,"RBS-Center fir Altersfroën, Itzig","RBS Center fier Altersfroen, Itzig ## RBS Center fir Altersfroen, Itzig ## RBS-Center für Altersfroen, Itzig ## RBS^DDSCenter fir Altersfroen, Itzig",LUXEMBOURG
8f33d803-d9e0-4a8f-adee-8459b6ac9c6d,"RBS, Itzig, Diekirch","RBS, Itzig ## RBS, Itzig, Diekirch",LUXEMBOURG
4855ee7d-c647-43a7-b9ef-bc34cf128929,"Research Unit Applied Vocational Psychology and Policy (AVOPP), Esch-sur-Alzette","AVOPP Applied Vocational Psychology and Policy Research Unit, Esch-sur-Alzette ## Applied Vocational Psychology and Policy Research Unit (AVOPP), Belvaux",LUXEMBOURG
f30615e0-86c4-446c-bb46-9030e320f10a,"Research Unit Education, Culture, Cognition and Society (ECCS), Institute for LifeLong Learning and Guidance, University of Luxembourg, Esch-sur-Alzette","ECCS, Institute for LifeLong Learning and Guidance, University of Luxembourg, Esch-sur-Alzette ## ECCS, Institute of Lifelong Learning & Guidance, University of Luxembourg ## University of Luxembourg, ECCS, LLLG Institute LifeLong Learning and Guidance, Esch Sur Alzette ## University of Luxembourg; ECCS; Institute for Lifelong Learning and Guidance",LUXEMBOURG
02b7198a-040f-4916-b38e-b351e77559df,University of Luxembourg,"Centre Universitaire de Luxembourg ## Centre Universitaire de Luxembourg, Luxembourg ## Luxembourg University ## University of Luxembourg ## University of Luxembourg, Luxembourg ## University of Luxembourg, Luxembourg City ## Universität Luxembourg ## Universität Luxemburg ## Universität Luxemburg, Soleuvre ## Université de Luxembourg ## Université du Luxembourg ## Université du Luxembourg",LUXEMBOURG
79d908d9-578a-470b-8fdf-f9091302ec3a,"University of Luxembourg, Esch-sur-Alzette","Universite du Luxembourg, Esch-sur-Alzette ## University of Luxembourg, Esch Belval ## University of Luxembourg, Esch Sur Alzette ## University of Luxembourg, Esch-Belval ## University of Luxembourg, Esch-Sur-Alzette ## University of Luxembourg, Esch-sur-Alzette ## University of Luxembourg, L-4366 Esch-Belval ## Universität Luxembourg, Esch-sur-Alzette ## Universität Luxemburg, Esch-sur-Alzette ## Université de Luxembourg, Esch ## Université du Luxembourg, Esch ## Université du Luxembourg, Esch/Alzette ## Université du Luxembourg, Esch‑sur‑Alzette",LUXEMBOURG
