uuid,prefname,known_names,country
e751182a-9e57-4beb-bc78-adce59742128,"University of Luxembourg, Esch-sur-Alzette, Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE), Maison des Sciences Humaines","Faculty of Language and Literature, Humanities, Arts and Education; University of Luxembourg, Esch-sur-Alzette ## Faculty of Language and Literature, Humanities, Arts and Education; University of Luxembourg; Belval Campus; Maison des Sciences Humaines; Esch-sur-Alzette ## Faculté des Lettres, des Sciences Humaines, des Arts et des Sciences de l^D>'Education; University of Luxembourg; Maison des Sciences Humaines; Esch-sur-Alzette ## Fakultät für Sprachwissenschaften und Literatur, Geisteswissenschaften, Kunst und Erziehungswissenschaften; Universität Luxemburg, Esch-sur-Alzette ## Fakultät für Sprachwissenschaften und Literatur, Kunst und Erziehungswissenschaften; Universität Luxemburg, Esch-sur-Alzette ## University of Luxembourg, Esch-Belval; Faculty of Language and Literature, Humanities, Arts and Education ## University of Luxembourg, Esch-sur-Alzette, Faculty of Language and Literature, Humanities, Arts and Education ## University of Luxembourg, Esch-sur-Alzette; Faculty of Language and Literature, Humanities, Arts, and Education ## University of Luxembourg, Esch-sur-Alzette; Faculté des Lettres, des Sciences Humaines, des Arts et des Sciences de l'Education ## University of Luxembourg, Esch-sur-Alzette; MSH ## University of Luxembourg, Luxembourg; Faculty of Language and Literature, Humanities, Arts and Education; Research Unit INSIDE ## University of Luxembourg; Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE) ## University of Luxembourg; Faculty of Language and Literature, Humanities, Arts and Education; Campus Belval, Maison des Sciences Humaines ## University of Luxembourg; Faculty of Language and Literature, Humanities, Arts and Education; Education Culture, Cognition and Society ECCS ## University of Luxembourg; Faculté des Lettres, des Science Humaines, des Arts et des Sciences de l'Education; Maison des Sciences Humaines ## University of Luxembourg; Faculté des Lettres, des Sciences Humaines, des Arts et des Sciences de l'Education; Esch-sur-Alzette ## University of Luxemburg, Esch-sur-Alzette; Faculty of Language and Literature, Humanities, Art and Education ## University of Luxemburg, Esch-sur-Alzette; Faculty of Language and Literature, Humanities, Arts, and Education; LCMI Research Unit ## Universität Luxembourg, Esch-sur-Alzette; Fakultät für Sprachwissenschaften und Literatur, Geisteswissenschaften, Kunst und Erziehungswissenschaften ## Universität Luxembourg, Faculty of Language and Literature, Humanities, Arts and Education ## Universität Luxembourg; Fakultät für Sprachwissenschaften und Literatur ## Universität Luxembourg; Fakultät für Sprachwissenschaften und Literatur, Geisteswissenschaften, Kunst und Erziehungswissenschaften ## Universität Luxemburg, Walferdange; Fakultät für Sprachwissenschaften und Literatur, Geisteswissenschaften, Kunst und Erziehungswissenschaften ## Universität Luxemburg; Fakultät für Sprachwissenschaften und Literatur, Geisteswissenschaften, Kunst und Erziehungswissenschaften ## Universität Luxemburg; Fakultät für Sprachwissenschaften und Literatur, Geisteswissenschaften, Kunst und Erziehungswissenschaften, Walferdange ## Université de Luxembourg, Walferdange; Fakultät für Sprachwissenschaften und Literatur, Geisteswissenschaften, Kunst und Erziehungswissenschaften ## Université du Luxembourg, Esch-sur-Alzette, FLSHASE ## Université du Luxembourg, FLSHASE Campus BELVAL, Maison des Sciences Humaines",LUXEMBOURG
5ba441a9-f67d-4584-857e-c89e9736fb29,"University of Luxembourg, Esch-sur-Alzette; Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE); Institute of Cognitive Science and Assessment (COSA); Research Unit Education, Culture, Cognition and Society (ECCS)","Cognitive Science and Assessment Institute; Education, Culture, Cognition and Society Research Unit; Faculty of Language and Literature, Humanities, Arts and Education; University of Luxembourg; Esch-sur-Alzette ## Cognitive Science and Assessment Institute; Education, Culture, Cognition, and Society Research Unit; University of Luxemburg; Esch-sur Alzette ## Institute of Cognitive Science and Assessment, Education, Culture; Cognition and Society Research Unit; University of Luxembourg, Esch-sur-Alzette ## Institute of Cognitive Science and Assessment; Education, Culture, Cognition and Society Research Unit; University of Luxembourg; Esch-sur-Alzette ## Institute of Cognitive Science and Assessment; Research Unit Education, Culture, Cognition and Society; Faculty of Language and Literature, Humanities, Arts and Education; University of Luxembourg, Esch-sur-Alzette ## Institute of Cognitive Science and Assessment; Research Unit Education, Culture, Cognition and Society; Faculty of Language and Literature, Humanities, Arts and Education; University of Luxembourg; Luxembourg ## University of Luxembourg, Esch-Sur-Alzette; FLSHASE; Education, Culture, Cognition and Society Research Unit ECCS ## University of Luxembourg, Esch-sur-Alzette; Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE); Institute of Cognitive Science and Assessment (COSA); Research Unit Education, Culture, Cognition and Society (ECCS) ## University of Luxembourg, Esch-sur-Alzette; Faculté des Lettres, des Sciences Humaines, des Arts et des Sciences de l'Education; ECCS Unit ## University of Luxembourg, Esch-sur-Alzette; Institute of Cognitive Science and Assessment (COSA); Research Unit Education, Culture, Cognition and Society (ECCS) ## University of Luxembourg, Esch-sur-Alzette; Institute of Cognitive Science and Assessment; Education, Culture, Cognition and Society Research Unit ## University of Luxembourg; FISHASE; Research Unit ECCS ## University of Luxembourg; FLSHASE Faculty of Language and Literature, Humanities, Arts, and Education; ECCS Research Unit Education, Culture, Cognition, and Society",LUXEMBOURG
1ff32b6b-a291-4245-b2d1-f9806e67f200,"University of Luxembourg, Esch-sur-Alzette; Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE); Professur für Psychologisch-Pädagogische Diagnostik und Methode","Universität Luxembourg, Esch-sur-Alzette; Fakultät für Sprachwissenschaften und Literatur, Geisteswissenschaften, Kunst und Erziehungswissenschaften; Professur für Psychologisch-Pädagogische Diagnostik und Methode ## Universität Luxembourg, Esch-sur-Alzette; Fakultät für Sprachwissenschaften und Literatur, Geisteswissenschaften, Kunst und Erziehungswissenschaften; Professur für Psychologisch-Pädagogische Diagnostik und Methoden",LUXEMBOURG
210494d0-e648-4381-b1b5-703e66bd0a5e,"University of Luxembourg, Esch-sur-Alzette; Institute for Health and Behavior; Maison des Sciences Humaines; Research Unit on Social and Individual Development (INSIDE)","Addictive and Compulsive Behaviour Lab., Institute for Health and Behaviour, Integrative Research Unit on Social and Individual Development (INSIDE), University of Luxembourg, Esch-sur-Alzette, L-4365 Luxembourg ## Institute for Health and Behavior, FLSHASE/INSIDE, University of Luxembourg, Esch-sur-Alzette ## Institute for Health and Behavior, Research Unit INSIDE, University of Luxembourg ## Institute for Health and Behavior, University of Luxembourg ## Institute for Health and Behavior, University of Luxembourg, Esch-sur-Alzette ## Institute for Health and Behaviour, INSIDE, University of Luxembourg ## Institute for Health and Behaviour, INSIDE, University of Luxembourg, Esch-sur- Alzette ## Institute for Health and Behaviour, INSIDE, University of Luxembourg, Esch-sur-Alzette ## Institute for Health and Behaviour, Integrative Research Unit on Social and Individual Development, University of Luxembourg, 4366 Esch-sur-Alzette ## Institute for Health and Behaviour, Research Unit INSIDE, University of Luxembourg ## Institute for Health and Behaviour, Research Unit INSIDE, University of Luxembourg, Campus Belval Maison des Sciences Humaines 11, Esch-sur-Alzette ## Institute for Health and Behaviour, Research Unit INSIDE, University of Luxembourg, Esch-sur-Alzette ## Institute for Health and Behaviour, Research Unit INSIDE, University of Luxembourg, Luxembourg ## Institute for Health and Behaviour, Research Unit INSIDE, University of Luxembourg, Luxembourg City ## Institute for Health and Behaviour, University of Luxembourg ## Institute for Health and Behaviour, Universität Luxemburg Esch-sur-Alzette ## Research Unit INSIDE, Institute for Health and Behaviour, University of Luxembourg, Esch-sur-Alzette ## Research Unit INSIDE, Institute for Health and Behaviour, University of Luxembourg, Luxembourg City ## Research Unit INSIDE, University of Luxembourg ## Research Unit INSIDE, University of Luxembourg, Esch-Sur-Alzette ## Research Unit INSIDE, University of Luxembourg, Esch-sur-Alzette ## Research Unit INSIDE, Université du Luxembourg, Campus Belval, Maison des Sciences Humaines ## Research Unit INSIDE; Faculty of Language and Literature, Humanities, Arts and Education; 11, Porte des Sciences; University of Luxembourg; Esch-sur-Alzette ## Research Unit Inside, University of Luxembourg, Esch-sur-Alzette ## Universite du Luxembourg; Research Unit INSIDE ## University of Luxembourg, Esch Sur Alzette; Institute for Health and Behaviour ## University of Luxembourg, Esch-sur-Alzette; Campus Belval; Institute for Health and Behaviour ## University of Luxembourg, Esch-sur-Alzette; Institute for Health and Behavior; Research Unit INSIDE ## University of Luxembourg, Esch-sur-Alzette; Institute for Health and Behaviour; Maison des Sciences Humaines; Research Unit INSIDE ## University of Luxembourg, Esch-sur-Alzette; Institute for Health and Behaviour; Research Unit INSIDE ## University of Luxembourg, Esch-sur-Alzette; Research Unit INSIDE; Institute for Health and Behavior ## University of Luxembourg, Institute Health and Behav, Research Unit INSIDE, Luxembourg ## University of Luxembourg, Institute for Health and Behaviour ## University of Luxembourg, Institute for Health and Behaviour, Esch Sur Alzette ## University of Luxembourg, Institute for Health and Behaviour, Esch-sur-Alzette ## University of Luxembourg, Luxembourg; Research Unit INSIDE ## University of Luxembourg; INSIDE Research Unit ## University of Luxembourg; Institute for Health and Behavior ## University of Luxembourg; Institute for Health and Behavior; Research Unit INSIDE ## University of Luxembourg; Institute for Health and Behaviour ## University of Luxembourg; Institute for Health and Behaviour; Research Unit INSIDE ## University of Luxembourg; Research Unit INSIDE ## University of Luxembourg; Research Unit INSIDE; Institute for Health and Behaviour ## Universität Luxembourg, Esch-sur-Alzette, Institute for Health and Behavior ## Université du Luxembourg, Esch-Alzette; Research Unit INSIDE ## Université du Luxembourg; Research Unit INSIDE ## nstitute for Health and Behavior, Integrative Research Unit on Social and Individual Development (INSIDE), University of Luxembourg, Esch-sur-Alzette",LUXEMBOURG
e7acc609-9823-4650-9525-9b463866351c,"University of Luxembourg, Esch-sur-Alzette; Institute of Cognitive Science and Assessment (COSA); Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE)","Institute of Cognitive Science and Assessment (COSA); Faculty of Language and Literature, Humanities, Arts and Education; Université du Luxembourg; Esch-sur-Alzette ## University of Luxembourg, Esch-Belval; Institute of Cognitive Science and Assessment; Faculty of Language and Literature, Humanities, Arts and Education;",LUXEMBOURG
013078e7-f4d6-4a20-965f-399bde696321,"University of Luxembourg, Esch-sur-Alzette; Research Unit Education, Culture, Cognition and Society (ECCS)","ECCS Unit, University of Luxembourg ## ECCS unit, University of Luxembourg ## ECCS unit, University of Luxembourg, Esch-sur-Alzette ## ECCS, University of Luxembourg ## Education, Culture, Cognition, and Society Unit, University of Luxembourg ## University of Luxembourg, ECCS unit ## University of Luxembourg, Esch Sur Alzette; Education, Culture, Cognition and Society Unit ## University of Luxembourg, Esch-Belval, ECCS ## University of Luxembourg, Esch-Belval; ECCS research unit ## University of Luxembourg, Esch-sur-Alzette, ECCS unit ## University of Luxembourg, Esch-sur-Alzette; ECCS Unit ## University of Luxembourg, Esch-sur-Alzette; Education, Culture, Cognition, & Society Unit ## University of Luxembourg, Esch-sur-Alzette; Education, Culture, Cognition, and Society ECCS ## University of Luxembourg, Esch-sur-Alzette; Research Unit for Education, Culture, Cognition, and Society ## University of Luxembourg, Walferdange; Education, Culture, Cognition and Society ECCS Research Unit ## University of Luxembourg, Walferdange; Education, Culture, Cognition and Society Research Unit ## University of Luxembourg; Campus Belval; ECCS Research Unit ## University of Luxembourg; Department of Education, Culture, Cognition, and Society ## University of Luxembourg; ECCS unit ## University of Luxembourg; Education, Culture, Cognition and Society EMACS ## University of Luxembourg; Education, Culture, Cognition and Society Unit ## University of Luxembourg; Education, Culture, Cognition, & Society Unit; Esch-sur-Alzette ## University of Luxembourg; Research Unit ECCS - Education, Culture, Cognition and Society",LUXEMBOURG
21b30b99-0a78-4b13-ae0a-1a6bf4e2abb9,"University of Luxembourg, Maison des Sciences Humaines","Maison de Sciences Humaines, Université du Luxembourg ## Universität Luxembourg, Maison des Sciences Humaines ## Université du Luxembourg; Maison des Sciences Humaines",LUXEMBOURG
604c4d2d-95e2-4591-8322-78dd384479d5,"University of Luxembourg, Walferdange","University of Luxembourg, Walfderdange ## University of Luxembourg, Walferdange ## Universität Luxembourg, Walferdange ## Université de Luxembourg, Walferdange ## Université du Luxembourg, Walferdange",LUXEMBOURG
f8a416dd-cbb6-4545-ac12-be6f1abec9f4,"University of Luxembourg, Walferdange; Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE)","Universite du Luxembourg, Walferdange; Faculte des Lettres, des Sciences humaines, des Arts et des Sciences de l'Education (FLSHASE) ## University of Luxembourg, Campus Walferdange; Faculty of Language and Literature, Humanities, Arts and Education ## University of Luxembourg, Walferdange; Faculty of Language and Literature ## University of Luxembourg, Walferdange; Faculty of Language and Literature, Humanities, Arts and Education ## Universität Luxembourg, Walferdange; Faculté des Lettres, des Sciences Humaines, des Arts et des Sciences ## Universität Luxemburg, Walferdange; Faculté LSHASE ## Universität Luxemburg, Walferdange; Faculté des Lettres, des Sciences Humaines, des Arts et des Sciences de l'Education ## Université de Luxembourg; Faculté des Lettres, des Sciences Humaines, des Arts et des Sciences ## Université du Luxembourg Faculté des Lettres, des Sciences Humaines, des Arts et des Sciences de l'Education ## Université du Luxembourg, Walferdange; Faculté des Lettres, des Sciences Humaines, des Arts et des Sciences de l'Education ## Université du Luxembourg; Faculté des Lettres des Sciences Humaines des Arts et des Sciences de l'Education ## Université du Luxembourg; Faculté des Lettres, des Sciences Humaines, des Arts et des Sciences de l'Education",LUXEMBOURG
7c6879e2-9636-4c3b-bb0e-3a2f61e074f8,"University of Luxembourg, Walferdange; Institute for Health and Behavior","University of Luxembourg, Walferdange; Institut für Health and Behaviour ## University of Luxembourg, Walferdange; Institute for Health and Behaviour ## Université de Luxembourg; Institute for Health and Behaviour",LUXEMBOURG
20491de2-9fe0-475c-b5d6-0f788d1f5ac3,"University of Luxembourg, Walferdange; Institute of Cognitive Science and Assessment (COSA); Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE); Research Unit Education, Culture, Cognition and Society (ECCS)","Cognitive Science and Assessment, ECCS Unit, University of Luxembourg ## Cognitive Science and Assessment, ECCS unit, University of Luxembourg ## Education, Culture, Cognition and Society; Cognitive Science and Assessment; University of Luxembourg ## Research Unit Education, Culture, Cognition and Society (ECCS), Institute of Cognitive Science and Assessment (COSA), University of Luxembourg, L-4366 Esch-Belval ## University of Luxembourg, Walferdange; Education, Culture, Cognition and Society; Institute of Cognitive Science and Assessment ## University of Luxembourg, Walferdange; Institute of Cognitive Science and Assessment COSA; Education, Culture, Cognition and Society ECCS unit ## University of Luxembourg, Walferdange; Institute of Cognitive Science and Assessment; FLSHASE ECCS Unit ## University of Luxembourg; ECCS Unit; Cognitive Science and Assessment ## University of Luxembourg; Institute of Cognitive Science and Assessment, Education, Culture, Cognitive and Society research Unit",LUXEMBOURG
4b7326bf-2395-47c6-8e79-054ecdcf97a1,"University of Luxembourg, Walferdange; Research Unit Educational Measurement and Applied Cognitive Science (EMACS)","Univeristy of Luxembourg; Research Center for Educationl Measurement and Applied Cognitive Science ## Universite du Luxembourg, Walferdange; Educational Measurement and Applied Cognitive Science ## University of Luxembourg, Luxembourg-Kirchberg; EMACS Unit ## University of Luxembourg, Walfderdange; EMACS Research Unit ## University of Luxembourg, Walferdange; Center for Educational Measurement and Applied Cognitive Science ## University of Luxembourg, Walferdange; EMACS Research Unit ## University of Luxembourg, Walferdange; EMACS research unit ## University of Luxembourg, Walferdange; Research Center for Educational Measurement and Applied Cognitive Science ## University of Luxembourg, Walferdange; Unit of Educational Measurement and Applied Cognitive Science ## University of Luxembourg; Center for Educational Measurement and Applied Cognitive Science ## University of Luxembourg; Centre for Educational Measurement and Applied Cognitive Science ## University of Luxembourg; Centre for Educational Measurement and Applied Cognitive Science EMACS ## University of Luxembourg; EMACS Research Unit ## University of Luxembourg; Educational Measuremens and Applied Cognitive Science Department ## University of Luxembourg; Educational Measurement and Applied Cognitive Science ## University of Luxembourg; Educational Measurement and Applied Cognitive Science EMACS ## University of Luxembourg; Educational Measurement and Applied Cognitive Science Research Unit ## University of Luxembourg; Research Center for Educational Measurement and Applied Cognitive Science ## University of Luxembourg; Research Unit Educational Measurement and Applied Cognitive Science ## University of Luxembourg; Unit of Educational Measurement and Applied Cognitive Science",LUXEMBOURG
8e1aa613-2692-4584-87ab-2897404709e5,"University of Luxembourg, Walferdange; Research Unit Educational Measurement and Applied Cognitive Science (EMACS); Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE)","University of Luxembourg, Walferdange; EMACS Unit; FLSHASE ## University of Luxembourg; EMACS Unit; FLSHASE ## University of Luxembourg; Faculte des Lettres; Educational Measurement and Applied Cognitive Science Unit ## Universität Luxemburg; Fakultät für Sprachwissenschaften und Literatur, Geisteswissenschaften, Kunst und Erziehungswissenschaften; Forschungsgruppe für Educational Measurement and Applied Cognitive Science - EMACS",LUXEMBOURG
ad168bc8-a019-4d46-a2a3-96451c508149,"University of Luxembourg, Walferdange; Research Unit on Social and Individual Development (INSIDE)","Integrative Research Unit on Social and Individual Development (INSIDE), University of Luxembourg, Esch-sur-Alzette ## Integrative Research Unit on Social and Individual Development, University of Luxembourg ## Integrative Research Unit on Social and Individual Development, University of Luxembourg, Esch-sur-Alzette ## Universite du Luxembourg, Walferdange; Research Unit INSIDE ## Universite du Luxembourg, Walferdange; Research Unit Inside ## University of Luxembourg, Esch-sur-Alzette; INSIDE - Integrative Research Unit on Social and Individual Development ## University of Luxembourg, Integrative Research Unit on Social and Individual Development (INSIDE) ## University of Luxembourg, Walferdange, INSIDE - Integrative Research Unit on Social and Individual Development ## University of Luxembourg, Walferdange; INSIDE - Integrative Research Unit on Social and Individual Development ## University of Luxembourg, Walferdange; INSIDE Research Unit ## University of Luxembourg, Walferdange; Research Unit INSIDE ## University of Luxembourg, Walferdange; Research Unit INSIDE; FLSHASE ## Universität Luxembourg, Walferdange; Forschungseinheit INSIDE ## Universität Luxembourg, Walferdange; Research Unit INSIDE ## Universität Luxembourg; Integrative Research Unit: Social and Individual Development (INSIDE) ## Universität Luxemburg, Walferdange; Forschungseinheit INSIDE ## Universität Luxemburg; Integrative Research Unit: Social and Individual Development ## Université de Luxembourg, Walferdange; Research Unit INSIDE ## Université de Luxembourg; Unité de Recherche INSIDE ## Université du Luxembourg, Esch-sur-Alzette; Unité de recherche INSIDE ## Université du Luxembourg; Unité de recherche INSIDE ## Unviersity of Luxembourg, Walferdange; Research Unit INSIDE",LUXEMBOURG
9fcab828-4413-453c-b5bd-9b174ad579cc,University of Luxembourg; Department of Psychology and Educational Sciences; Research Unit Educational Measurement and Applied Cognitive Science (EMACS),"University of Luxembourg, EMACS Unit ## University of Luxembourg; Department of Psychology and Educational Sciences; EMACS Unit ## University of Luxembourg; Department of Psychology and Educational Sciences; Educational Measurement and Applied Cognitive Science Unit ## University of Luxembourg; EMACS Unit ## University of Luxembourg; EMACs unit",LUXEMBOURG
4dac2879-3d89-4425-be50-e2af2ea31d8c,"University of Luxembourg; Faculty of Humanities, Arts and Educational Science","University of Luxembourg, Walferdange; Faculty of Humanities, Arts and Educational Sciences ## University of Luxembourg, Walferdange; Faculty of Language and Literature, Humanities, Arts and Educational Sciences",LUXEMBOURG
ac5180b7-d475-4f1b-a1ef-eaaf3ca41809,"University of Luxembourg; Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE); Luxembourg Center for Educational Testing (LUCET)","Faculty of Language and Literature, Humanities, Arts and Education; Luxembourg Centre for Educational Testing (LUCET), University of Luxembourg, Esch-sur-Alzette ## Luxembourg Centre for Educational Testing; Faculty of Language and Literature, Humanities, Arts and Education; University of Luxembourg; Luxembourg ## University of Luxembourg, Esch-sur-Alzette; Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE); Centre for Educational Testing (LUCET) ## University of Luxembourg, Walferdange; Faculty of Language and Literature, Humanities, Arts and Education FLASHASE; Luxembourg Centre for Educational Testing LUCET ## University of Luxembourg; FLSHASE Faculty of Language and Literature, Humanities, Arts, and Education; Luxembourg Centre for Educational Testing (LUCET) ## University of Luxembourg; FLSHASE; Research and Transfer Centre LUCET ## University of Luxembourg; Faculty of Language and Literature, Humanities, Arts and Education ## University of Luxembourg; Faculty of Language and Literature; Humanities, Arts and Education ## University of Luxembourg; Luxembourg Centre for Educational Testing; Faculty of Language and Literature, Humanities, Arts and Education ## University of Luxemburg; Faculty of Language and Literature, Humanities, Arts and Education ## University of Luxemburg; Faculty of Language and Literature; Humanities, Arts and Education",LUXEMBOURG
a8a7e57c-f990-405c-af26-cb2bb7026c1e,"University of Luxembourg; Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE); Research Unit Languages, Culture, Media and Identities (LCMI)","University of Luxembourg, Luxembourg; FLSHASE LCMI Research Unit ## University of Luxembourg; FLSHASE LCMI Research Unit ## University of Luxembourg; Faculty of Language and Literature, Humanities, Arts and Education FLSHASE; Languages, Culture, Media and Identities LCMI Research Unit ## University of Luxembourg; Languages, Culture, Media and Identities Research Unit",LUXEMBOURG
12024cb6-45a8-4afa-8c9c-ecbc298788ae,University of Luxembourg; Laboratoire National de Santé; Toxicologie,"Laboratoire National de Santé, Dudelange; Toxicology ## Université du Luxembourg; Laboratoire National de Santé; Toxicologie",LUXEMBOURG
79c89bc4-f558-45dd-a34a-e8fa69d9dd50,University of Luxembourg; Laboratory of Neurophysiology and Psychobiology,University of Luxembourg; Laboratory of Neurophysiology & Psychobiology ## University of Luxembourg; Laboratory of Neurophysiology and Psychobiology,LUXEMBOURG
6541b6eb-45ec-4936-adbc-401616c445ff,University of Luxembourg; Luxembourg Center for Educational Testing (LUCET); Institute of Cognitive Science and Assessment (COSA),"University of Luxembourg, Esch Sur Alzette; LUCET ## University of Luxembourg; Centre for Educational Testing; Institute of Cognitive Science and Assessment ## University of Luxembourg; LUCET; Luxembourg Center for Educational Testing ## University of Luxembourg; Luxembourg Center for Educational Testing ## University of Luxembourg; Luxembourg Center for Educational Testing LUCET; Campus Belval",LUXEMBOURG
b728dab2-aee5-4c7a-ba41-f62f3518ab6a,University of Luxembourg; Research Unit on Social and Individual Development (INSIDE); Research Group Self-Regulation and Health,"Universite du Luxembourg; Research Unit INSIDE; Research Group Self-regulation and Health ## University of Luxembourg, Walferdange; Research Unit INSIDE; Research Group Self-Regulation and Health ## University of Luxembourg, Walferdange; Research Unit INSIDE; Sub-domain Self-Regulation and Health ## University of Luxembourg; Research Group Self-Regulation and Health; Research Unit INSIDE ## University of Luxembourg; Research Unit INSIDE; Research Group Self-Regulation and Health",LUXEMBOURG
1db03da4-d243-4937-a241-18ec6e0ddfa0,"University of Luxemburg, Walferdange; Faculty of Language and Literature, Humanities, Arts and Education (FLSHASE); Research Unit on Social and Individual Development (INSIDE)","University of Luxembourg, Integrat Research Unit Social and Individual Dev, Institute Health and Behav, Walferdange ## University of Luxembourg, Walferdange; Division of Clinical and Health Psychology; Research Unit INSIDE ## University of Luxembourg, Walferdange; ECCS Research Unit ## University of Luxembourg, Walferdange; INSIDE Research Center ## University of Luxembourg, Walferdange; INSIDE Research Centre ## University of Luxembourg, Walferdange; Institute for Health and Behavior; Research Unit inside ## University of Luxembourg, Walferdange; Institute for Health and Behaviour; INSIDE Research Unit ## University of Luxembourg, Walferdange; Integrative Research Unit on Social and individual Development ## University of Luxembourg, Walferdange; Intergrative Research Unit on Social and Individual Development ## University of Luxembourg, Walferdange; Research Unit INSIDE; Division of Clinical and Health Psychology ## University of Luxembourg, Walferdange; Research Unit INSIDE; Institute for Health and Behaviour ## University of Luxembourg, Walferdange; Unité de Recherche Inside ## University of Luxembourg; Institute for Health and Behavior; FLSHASE/INSIDE ## University of Luxembourg; Institute for Health and Behavior; Integrative Research Unit on Social and Individual Development INSIDE ## University of Luxembourg; Research Unit INSIDE; Campus Walferdange ## Universität Luxembourg, Walferdange; Inside Research Centre ## Universität Luxembourg, Walferdange; Integrative Research Unit on Social and Individual Development ## Universität Luxemburg, Walferdange; Fakultät für Sprachwissenschaften und Literatur, Geisteswissenschaften, Kunst und Erziehungswissenschaften; Forschungseinheit INSIDE ## Université du Luxembourg, Walferdange; FLHASE^DDSResearch Unit INSIDE; Département de psychologie ## Université du Luxembourg, Walferdange; INSIDE-Research Centre ## Université du Luxembourg, Walferdange; Integrative Research Unit: Social and Individual Development",LUXEMBOURG
